titulo,precio,rating,categoria,en_stock,autores,descripcion
The Hound of the Baskervilles (Sherlock Holmes #5),14.82,2,Classics,1,Sir Arthur Conan Doyle,"The Hound of the Baskervilles is the third of the crime novels written by Sir Arthur Conan Doyle featuring the detective Sherlock Holmes. Dr. James Mortimer asks Sherlock Holmes for advice following the death of his friend, Sir Charles Baskerville. Sir Charles was found dead on the grounds of his Devonshire estate, Baskerville Hall. Mortimer now fears for Sir Charles's nephew and sole heir, Sir Henry Baskerville, who is the new master of Baskerville Hall. The death was attributed to a heart atta..."
Obsidian (Lux #1),14.86,2,Young Adult,1,Jennifer L. Armentrout,"Lux: Beginnings by Jennifer Armentrout: Now available together for the first time, don't miss Obsidian and Onyx, the first two books in Jennifer L. Armentrout's bestselling Lux series. Also includes bonus content exclusive to the print edition! ""A thrilling ride from start to finish,"" says RT Book Reviews. Obsidian There's an alien next door. And with his looming height and eerie green eyes, he's hot...until he opens his mouth. He's infuriating. Arrogant. Stab-worthy. But when a stranger attacks..."
Ayumi's Violin,15.48,2,Default,1,Mariko Tatsumoto,"In 1959 when her mother dies, twelve-year-old Ayumi leaves her home in Japan to find her American father. Biracial, she is confronted with a resentful half-sister and a racist stepmother. She wants to be accepted by her new family, but how much of her true self must she give up? Ayumi's only solace is her music. When she is deprived of her violin, she shocks even herself by doing the unthinkable."
The Cat in the Hat (Beginner Books B-1),16.26,2,Childrens,1,Richard H.F. Lindemann,"Theodor Seuss Geisel--known worldwide as the beloved children's author Dr. Seuss--produced a body of work that spans more than 70 years. Though most often associated with children's books, he frequently contributed cartoons and humorous essays to popular magazines, produced effective and memorable advertising campaigns (""Quick, Henry, the Flit!""), and won Oscars and Emmys for motion picture productions, animated shorts, and features. As founder and president of Beginner Books, his influence on c..."
Peak: Secrets from the New Science of Expertise,16.28,2,Science,1,Anders Ericsson,"A survey of the psychology of expertise, providing techniques for developing mastery of any skill, drawn from the authors' extensive, pathfinding research"
The Flowers Lied,16.68,2,Default,1,Autor Desconocido,Sin descripción
A Study in Scarlet (Sherlock Holmes #1),16.73,2,Mystery,1,Sir Arthur Conan Doyle,"A Study in Scarlet is a detective mystery novel written by Sir Arthur Conan Doyle, which was first published in 1887. It is the first story to feature the character of Sherlock Holmes, who would later become one of the most famous and iconic literary detective characters, with long-lasting interest and appeal. The book's title derives from a speech given by Holmes to his companion Doctor Watson on the nature of his work, in which he describes the story's murder investigation as his ""study in sca..."
Louisa: The Extraordinary Life of Mrs. Adams,16.85,2,Biography,1,Louisa Thomas,"From the author of Mind and Matter, an intimate portrait of Louisa Catherine Adams, the wife of John Quincy Adams, who witnessed firsthand the greatest transformations of her time Born in London to an American father and a British mother on the eve of the Revolutionary War, Louisa Catherine Johnson was raised in circumstances very different from the New England upbringing of the future president John Quincy Adams, whose life had been dedicated to public service from the earliest age. And yet Joh..."
Lilac Girls,17.28,2,Historical Fiction,1,Martha Hall Kelly,"NEW YORK TIMES BESTSELLER • One million copies sold! Inspired by the life of a real World War II heroine, this remarkable debut novel reveals the power of unsung women to change history in their quest for love, freedom, and second chances. “Extremely moving and memorable . . . This impressive debut should appeal strongly to historical fiction readers and to book clubs that adored Kristin Hannah’s The Nightingale and Anthony Doerr’s All the Light We Cannot See.”—Library Journal (starred review) N..."
Maude (1883-1993):She Grew Up with the country,18.02,2,Default,1,Mardo Williams,"Maude Allen was born near Washington Court House, Ohio on October 23, 1883."
Once Was a Time,18.28,2,Childrens,1,Carol Kirkwood,The new captivating and romantic read from the bestselling author and beloved TV presenter ‘Glorious escapism ... I fell in love with Italy all over again!’ SANTA MONTEFIORE 'Soak up the glamour' PRIMA 'Wonderfully escapist – marvellous' ANTON DU BEKE
Give It Back,18.32,2,Thriller,1,Jack Jones,Sin descripción
Taking Shots (Assassins #1),18.88,2,Default,1,Autor Desconocido,Sin descripción
Large Print Heart of the Pride,19.15,2,Default,1,Stormie Omartian,"Stormie Omartian's bestselling The Power of a Praying® series (more than 28 million copies sold) is rereleased with fresh new covers and new material to reach a still-growing market of readers eager to discover the power of prayer for their lives. In this important follow-up to The Power of a Praying® Parent (2 million copies sold) and easy-to-read 18-point font, Stormie addresses areas of concern you may have for your grown children and shares how to lift them up to God. With stories from other..."
Brazen: The Courage to Find the You That's Been Hiding,19.22,2,Nonfiction,1,Leeana Tankersley,"There are so many moments in life when we choose to silence our intuition, abandon our own voice, and play small because we wonder, deep down: ""Do I know who I really am? Is who I really am enough?"" It's courageous work to learn to live from our essential identity--loved, worthy, whole. But what if God is calling us to shamelessly recover the woman he created us to be? What if God is urging us to be--for the first time in our lives--brazen? The word brazen means without shame. Leeana Tankersley ..."
What's It Like in Space?: Stories from Astronauts Who've Been There,19.6,2,Nonfiction,1,Ariel Waldman,"Blast off and experience space travel with this collection of fascinating, funny, and sometimes weird anecdotes from real astronauts. Everyone wonders what it's really like in space, but very few of us have ever had the chance to experience it firsthand. This captivating illustrated collection brings together stories from dozens of international astronauts—men and women who've actually been there—who have returned with accounts of the sometimes weird, often funny, and awe-inspiring sensations an..."
Reskilling America: Learning to Labor in the Twenty-First Century,19.83,2,Nonfiction,1,"Katherine S. Newman, Hella Winston","From Katherine Newman, award-winning author of No Shame in My Game, and sociologist Hella Winston, a sharp and irrefutable call to reenergize this nation's long-neglected system of vocational training After decades of off-shoring and downsizing that have left blue collar workers obsolete and stranded, the United States is now on the verge of an industrial renaissance. Companies like Apple, BMW, Bosch, and Volkswagen are all opening plants and committing millions of dollars to build products righ..."
Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12),19.92,2,Sequential Art,1,"Shannon Watters, ND Stevenson, Grace Ellis, Gus Allen",Adventures continue for five best friends at this unusual summer camp.
"Love, Lies and Spies",20.55,2,Historical Fiction,1,Cindy Anstey,"Juliana Telford is not your average nineteenth-century young lady. She's much more interested in researching ladybugs than marriage, fashionable dresses, or dances. So when her father sends her to London for a season, she's determined not to form any attachments. Instead, she plans to secretly publish their research. Spencer Northam is not the average young gentleman of leisure he appears. He is actually a spy for the War Office, and is more focused on acing his first mission than meeting eligib..."
Steal Like an Artist: 10 Things Nobody Told You About Being Creative,20.9,2,Default,1,Austin Kleon,"Siapa bilang mencuri itu buruk? Mencuri adalah keharusan! Tak Percaya? Orang-orang hebat sudah membuktikannya. Bintang basket Kobe Bryant mengaku bahwa semua gerakannya di lapangan dia curi dari para idolanya. Untuk menciptakan komputer Mac, Steve Jobs mencuri ide dari Xerox. Beatles awalnya adalah band yang menyanyikan lagu-lagu penyanyi lain. Tak ada yang orisinal. Semua kreasi berasal dari sesuatu yang pernah ada. Dan kreativitas tidak pernah lahir begitu saja, butuh proses juga perlu diasah...."
Tuesday Nights in 1980,21.04,2,Fiction,1,Molly Prentiss,"“An intoxicating Manhattan fairy tale…As affecting as it is absorbing. A thrilling debut.” —Kirkus Reviews (starred review) “A vital, sensuous, edgy, and suspenseful tale of longing, rage, fear, compulsion, and love.” —Booklist (starred review) A transcendent debut novel that follows a critic, an artist, and a desirous, determined young woman as they find their way—and ultimately collide—amid the ever-evolving New York City art scene of the 1980s. Welcome to SoHo at the onset of the eighties: a ..."
"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",21.15,2,Biography,1,Shelley Emling,"""Emling . . . handles her subject tenderly and respectfully, in the process breathing new life into a remarkable figure."" —Austen Ivereigh, author, The Great Reformer: Francis and the Making of a Radical Pope One of only two patron saints of Italy, the other being St. Francis of Assisi, St. Catherine was ahead of her time. As a political powerhouse in late fourteenth-century Europe, a time of war, social unrest and one of the worst natural disasters of all time—the plague, she worked for peace b..."
No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,21.95,2,Nonfiction,1,"Buzz Aldrin, Ken Abraham","Beloved American hero and astronaut Buzz Aldrin reflects on the wisdom, guiding principles, and irreverent anecdotes he's gathered—both in outer space and on earth—through his event-filled life, in this inspiring guide-to-life for the next generation. Everywhere he goes, crowds gather to meet Buzz Aldrin. He is a world-class hero, a larger-than-life figurehead, best known of a generation of astronauts whose achievements surged in just a few years from first man in space to first men on the moon...."
Twenty Yawns,22.08,2,Childrens,1,Jane Smiley,"Featuring lyrical text and beautiful illustrations, this bedtime tale from Pulitzer Prize winner Jane Smiley and Caldecott Honor recipient Lauren Castillo evokes the splashy fun of the beach and the quietude of a moonlit night, with twenty yawns sprinkled in for children to discover and count. As her mom reads a bedtime story, Lucy drifts off. But later, she awakens in a dark, still room, and everything looks mysterious. How will she ever get back to sleep? -- Publisher."
"Giant Days, Vol. 2 (Giant Days #5-8)",22.11,2,Sequential Art,1,John Allison,"Les partiels du premier semestre sont déjà là et le trio infernal formé par Esther, Susan et Daisy essaie de trouver sa place à la fac, et probablement dans la vie en général ! Mais malgré les bals de fin d'année, les garçons un peu trop tactiles, les ennemis du lycée, la volonté divine et le désagréable rappel à l'ordre de cette sombre inconnue dénommée ""université"" , elles pourraient bien survivre jusqu'au printemps..."
Wildlife of New York: A Five-Borough Coloring Book,22.14,2,Default,1,Autor Desconocido,"""A coloring book tour of New York City's iconic landmarks and little-seen neighborhoods, alongside the plants and animals that know them best, with complete caption information for all animals and locations.""--"
The Girl Who Played with Fire (Millennium Trilogy #2),22.14,2,Default,1,Sylvain Runberg,"After a year-long absence, Lisbeth Salander returned to Stockholm, where award-winning journalist Mikael Blomkvist was launching a huge investigation into a pervasive sex mafia. Suddenly four people are dead, with Salander as a prime suspect. With only Blomkvist believing her innocence, the race is on to solve the case before it’s too late. But Salander’s never been one to take a backseat…"
Grumbles,22.16,2,Default,1,"Tricia Goyer, Amy Parker","The Grumbles were a happy family . . . some of the time. They tried hard to not complain but bills and laundry and sibling squabbles kept the Grumbles rumbling. But when Grandma Grateful came for a visit, they noticed something different. Will Grandma be able to show the Grumbles how to approach life with gratitude? Bestselling authors Tricia Goyer and Amy Parker have teamed up to provide children and their families a sweet, simple, and silly story about how to turn grumbles into gratefulness."
The Da Vinci Code (Robert Langdon #2),22.96,2,Fiction,1,Dan Brown,Sin descripción
The Emerald Mystery,23.15,2,Default,1,Warner Perry,Sin descripción
The Autobiography of Malcolm X,23.43,2,Default,1,Malcolm X,"NEW YORK TIMES BESTSELLER • ONE OF TIME’S TEN MOST IMPORTANT NONFICTION BOOKS OF THE TWENTIETH CENTURY The “extraordinary” (The New York Times) autobiography of the legendary civil rights leader once called the most dangerous man in America—essential reading for anyone who wants to understand this nation’s history In the searing pages of this classic biography, Malcolm X, the Muslim leader, firebrand, and activist, tells the remarkable story of his life and the growth of the Black Muslim movemen..."
Shoe Dog: A Memoir by the Creator of NIKE,23.99,2,Business,1,Phil Knight,"In this instant and tenacious New York Times bestseller, Nike founder and board chairman Phil Knight “offers a rare and revealing look at the notoriously media-shy man behind the swoosh” (Booklist, starred review), illuminating his company’s early days as an intrepid start-up and its evolution into one of the world’s most iconic, game-changing, and profitable brands. Bill Gates named Shoe Dog one of his five favorite books of the year and called it “an amazing tale, a refreshingly honest reminde..."
"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",24.57,2,Nonfiction,1,Dan Harris,"#1 New York Times Bestseller 'An enormously smart, clear-eyed, brave-hearted, and quite a personal look at the benefits of meditation' - Elizabeth Gilbert, author of Eat, Pray, Love 'Dan Harris skilfully demystifies meditation, reminding us all that a healthy and happy mind is not only essential for our own sanity, but also for those around us. More importantly, he provides a compelling invitation to move beyond words, from the idea to the experience. A wonderful book and excellent advice.' - An..."
Orange Is the New Black,24.61,2,Default,1,Autor Desconocido,"The story of Piper Chapman, a woman in her thirties who is sentenced to fifteen months in prison after being convicted of a decade-old crime of transporting money for her drug-dealing girlfriend."
Career of Evil (Cormoran Strike #3),24.72,2,Mystery,1,Robert Galbraith,"A disturbing package leads Detective Cormoran Strike and his assistant Robin Ellacott to investigate four dangerous murder suspects in this ""magnetic"" British mystery (Michiko Kakutani, New York Times) that inspired the acclaimed HBO Max series C.B. Strike. When Robin Ellacott opens an unexpected delivery, she is horrified to discover that it contains a woman's severed leg. Her boss, private detective Cormoran Strike, is less surprised but just as alarmed. He suspects that four people from his p..."
Soldier (Talon #3),24.72,2,Fantasy,1,Autor Desconocido,Sin descripción
"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",25.06,2,Nonfiction,1,Ron Fournier,"""[A]n eloquent, brave, big-hearted book…about the timeless anxieties and emotions of parenthood, and the modern twists thereon.” —James Fallows, The Atlantic Love That Boy is a uniquely personal story about the causes and costs of outsized parental expectations. What we want for our children—popularity, normalcy, achievement, genius—and what they truly need—grit, empathy, character—are explored by National Journal’s Ron Fournier, who weaves his extraordinary journey to acceptance around the late..."
Through the Woods,25.38,2,Sequential Art,1,Barbara Ker Wilson,"The story of a Victorian family living in London in the 1850's and, in particular, of Sophie Fielding, the oldest daughter, who conceives the odd notion of wanting to be a lady doctor. cf. Dust jacket."
"Red Hood/Arsenal, Vol. 1: Open for Business (Red Hood/Arsenal #1)",25.48,2,Sequential Art,1,Scott Lobdell,"Writer Scott Lobdell (SUPERMAN, RED HOOD AND THE OUTLAWS) and artist Denis Medri (SPIDER-VERSE) give you more bang for your buck in RED HOOD/ARSENAL VOL. 1: OPEN FOR BUSINESS! Jason Todd: a former dead Robin turned Outlaw. Roy Harper: a self-destructive tech guru whose perfect aim falters when it comes to alcohol, women and finances. Alone, they’ve fallen on hard times. Together…well, they’re still falling on hard times. With the Outlaws disbanded, Red Hood and Arsenal go into business for thems..."
"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",25.83,2,Science,1,Richard P Feynman,"WITH A NEW INTRODUCTION BY BILL GATES In this warm, insightful portrait of the Winner of the Nobel Prize for Physics in 1965, we see the wisdom, humour and curiosity of Richard Feynman through a series of conversations with his friend Ralph Leighton. Winner of the Nobel Prize for Physics in 1965, Richard Feynman was one of the world's greatest theoretical physicists, but he was also a man who fell, often jumped, into adventure. An artist, safecracker, practical joker and storyteller, Feynman's l..."
Meditations,25.89,2,Philosophy,1,Marcus Aurelius,"The ""Meditations"" of Roman Emperor Marcus Aurelius are a readable exposition of the system of metaphysics known as stoicism. Stoics maintained that by putting aside great passions, unjust thoughts and indulgence, man could acquire virtue and live at one with nature. The Meditations were composed in periods of inaction during the wars which Marcus hated but was compelled to fight."
Soft Apocalypse,26.12,2,Science Fiction,1,Will McIntosh,"We've always imagined the world coming to an end in spectacular, explosive fashion. But what if - instead - humanity is just destined to slowly crumble? For Jasper and his nomadic tribe, their former life as middle-class Americans seems like a distant memory. Their world took a turn for the worse - and then never got better. Resources are running out, jobs keep getting scarcer, and the fabric of society is slowly disintegrating . . . . But in the midst of this all, Jasper's just a guy trying to ..."
Life After Life,26.13,2,Default,1,Raymond A. Moody,A study of the common phenomena related by people who have been revived from clinical death.
Reasons to Stay Alive,26.41,2,Nonfiction,1,Matt Haig,"From the #1 New York Times bestselling author of The Midnight Library. “A very special book that has provided a beam of hope to so many.”—DOLLY ALDERTON WHAT DOES IT MEAN TO FEEL TRULY ALIVE? Aged 24, Matt Haig's world caved in. He could see no way to go on living. This is the true story of how he came through crisis, triumphed over an illness that almost destroyed him, and learned to live again. It has helped millions of people do the same. Moving, funny, and even joyous, these are the lessons ..."
This Is Where It Ends,27.12,2,Young Adult,1,Marieke Nijkamp,"The reviews are in! This Is Where It Ends, the #1 New York Times bestseller and one of the Best Books of the Decade (Buzzfeed, Paste Magazine, BookRiot), ""could break you."" ""I am speechless."" ""The saddest book I have ever read."" ""Literally tore my heart out."" Go inside a heartbreaking fictional school shooting, minute-by-terrifying-minute. Everyone has a reason to fear the boy with the gun... 10:00 a.m.: The principal of Opportunity, Alabama's high school finishes her speech, welcoming the entir..."
The Widow,27.26,2,Mystery,1,Alabama. Supreme Court,Sin descripción
"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",27.35,2,Nonfiction,1,Christopher McDougall,"NATIONAL BESTSELLER • The astonishing and hugely entertaining story that completely changed the way we run. An epic adventure that began with one simple question: Why does my foot hurt? “Equal parts quest, physiology treatise, and running history.... The climactic race reads like a sprint.... It simply makes you want to run.” —Outside Magazine Isolated by Mexico's deadly Copper Canyons, the blissful Tarahumara Indians have honed the ability to run hundreds of miles without rest or injury. In a r..."
Best of My Love (Fool's Gold #20),27.41,2,Romance,1,Margaret Greco,Sin descripción
Becoming Wise: An Inquiry into the Mystery and Art of Living,27.43,2,Nonfiction,1,Krista Tippett,"Peabody Award-winning broadcaster and National Humanities Medalist Krista Tippett has interviewed the most extraordinary voices examining the great questions of meaning for our time. The heart of her work on her national public radio program and podcast, On Being, has been to shine a light on people whose insights kindle in us a sense of wonder and courage. Scientists in a variety of fields; theologians from an array of faiths; poets, activists, and many others have all opened themselves up to T..."
"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",27.88,2,Sequential Art,1,Aya Shouoto,"Himari Momochi inherits Momochi House, an estate that exists on the barrier between the human and spiritual realms. All knowledge of Aoi’s existence has been expunged from the outside world, but there is one who still faintly remembers him—Aoi’s childhood friend Hayato Hidaka. Hayato seeks out Himari, but it is said anyone who becomes involved with him will be cursed! -- VIZ Media"
"Avatar: The Last Airbender: Smoke and Shadow, Part 3 (Smoke and Shadow #3)",28.09,2,Fantasy,1,Gene Luen Yang,"With the disappearances of children in the Fire Nation Capitol, Avatar Aang and his friends are doing everything they can to find out what is going on. Aang and Zuko must work together to keep the peace but the emergence of the New Ozai Society and the mysterious Kemurikage from legend appearing may prove to be too much even for the Avatar when the true culprit of the kidnappings is revealed! Written and drawn by the creative team behind the best-selling The Promise, The Search and The Rift, Gen..."
The Geography of Bliss: One Grump's Search for the Happiest Places in the World,28.23,2,Nonfiction,1,Eric Weiner,"The Geography of Bliss membawa pembaca melanglangbuana ke berbagai negara, dari Belanda, Swiss, Bhutan, hingga Qatar, Islandia, India, dan Amerika ... untuk mencari kebahagiaan. Buku ini adalah campuran aneh tulisan perjalanan, psikologi, sains, dan humor. Ditulis tidak untuk mencari makna kebahagiaan, tapi di mana. Apakah orang-orang di Swiss lebih bahagia karena negara mereka paling demokratis di dunia? Apakah penduduk Qatar, yang bergelimang dolar dari minyak mereka, menemukan kebahagiaan di ..."
How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,28.25,2,Food and Drink,1,Nigella Lawson,"Rediscover the classic book that launched a thousand cupcakes. 'This is for those days or evenings when you want to usher a little something out of the kitchen that makes you thrill at the sheer pleasure you've conjured up.' The classic baking bible by Nigella Lawson. This is the book that helped the world rediscover the joys of baking and kick-started the cupcake revolution, from cake shops around the country to The Great British Bake Off. How To Be a Domestic Goddess is not about being a godde..."
"Rhythm, Chord & Malykhin",28.34,2,Romance,1,Mariana Zapata,"Twenty-six-year-old Gaby Barreto might be a lot of things (loyal, sarcastic, one of the guys and a pain in the butt depending on which family member you ask), but dumb isn't one of them. When her twin brother invites her to go on tour as his band's merch girl, she isn't exactly screaming at the top of her lungs with joy. With no job opportunities pounding on her door, an ex-boyfriend she would still like to castrate, and no end in sight to moving out of her parents' house in Dallas... it would b..."
Like Never Before (Walker Family #2),28.77,2,Christian Fiction,1,Melissa Tagg,"Sure to Be a New Favorite, Tagg's Latest Checks All the Right Boxes for Romance Fans Maple Valley became Amelia Bentley's haven after her heart and her dreams of a family were shattered, but her new life as a newspaper editor is shaken when the paper is bought out by a chain that plans to incorporate it into a regional paper. After his biggest campaign success yet, speechwriter Logan Walker is approached to work on a presidential campaign. But he already lost his wife three years ago, and saying..."
I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,28.88,2,Nonfiction,1,"Malala Yousafzai, Christina Lamb","*Winner of the 2014 Nobel Peace Prize* 'Malala is an inspiration to girls and women all over the world' J K Rowling 'Inspirational and powerful' GRAZIA 'For sheer inspiration read I Am Malala' SUNDAY TIMES 'A tale of immense courage and conviction' INDEPENDENT 'She has the heart and courage of a lioness and is a true inspiration' Lorraine Kelly, THE SUN When the Taliban took control of the Swat Valley, one girl fought for her right to an education. On Tuesday, 9 October 2012, she almost paid the..."
"I Hate Fairyland, Vol. 1: Madly Ever After (I Hate Fairyland (Compilations) #1-5)",29.17,2,Sequential Art,1,Skottie Young,"From superstar writer and artist Skottie Young (Rocket Raccoon, Wizard of OZ, Fortunately, The Milk), comes the first volume of an all-new series of adventure and mayhem. An Adventure Time/Alice in Wonderland-style epic that smashes it's cute little face against grown-up, Tank Girl/Deadpool-esque violent madness. Follow Gert, a forty year old woman stuck in a six year olds body who has been stuck in the magical world of Fairyland for nearly thirty years. Join her and her giant battle-axe on a de..."
The Picture of Dorian Gray,29.7,2,Classics,1,Oscar Wilde,Sin descripción
The Raven King (The Raven Cycle #4),30.57,2,Add a comment,1,Maggie Stiefvater,Sin descripción
A Storm of Swords (A Song of Ice and Fire #3),31.22,2,Fantasy,1,George R. R. Martin,"Robb Stark may be King in the North, but he must bend to the will of the old tyrant Walder Frey if he is to hold his crown. And while his youngest sister, Arya, has escaped the clutches of the depraved Cersei Lannister and her son, the capricious boy-king Joffrey, Sansa Stark remains their captive. Meanwhile, across the ocean, Daenerys Stormborn, the last heir of the Dragon King, delivers death to the slave-trading cities of Astapor and Yunkai as she approaches Westeros with vengeance in her hea..."
The Makings of a Fatherless Child,31.58,2,Default,1,Chandler Alexander,"Chandler Alexander's The Makings of a Fatherless Child is a dark and riveting tale of a young boy, Amel River, growing of age in the Mississippi Delta all while trying to survive a broken home, poverty, fatherlessness, and a voice in his head that won't go away. With the wisdom of a drunken stranger King Lee, the unspoken love of his best friend Sea'Sea, and the innocent eyes of his two-year-old nephew Javion, Amel embarks on an unknown journey of truth, understanding, and forgiveness, hoping th..."
Batman: Europa,32.01,2,Sequential Art,1,Autor Desconocido,Sin descripción
The Art Book,32.34,2,Art,1,Autor Desconocido,Sin descripción
Two Boys Kissing,32.74,2,Young Adult,1,David Levithan,"NEW YORK TIMES BESTSELLER • STONEWALL HONOR BOOK • LAMBDA LITERARY AWARD WINNER • NATIONAL BOOK AWARD LONGLIST ""You have to read this.” —Rainbow Rowell, bestselling author of Eleanor & Park and Carry On From the New York Times bestselling author of Every Day, this love story of shared humanity and history Hypable calls ""an interconnecting web that will leave you emotionally exhausted and absolutely thrilled to have read something so beautiful and unique."" Based on true events—and narrated by a G..."
One for the Money (Stephanie Plum #1),32.87,2,Default,1,Janet Evanovich,"Discover where it all began—the first “snappily written, fast-paced, and witty” (USA TODAY) novel in the beloved Stephanie Plum series featuring a feisty and funny heroine who “comes roaring in like a blast of very fresh air” (The Washington Post), from Janet Evanovich, #1 New York Times bestselling author of Dirty Thirty. Meet Stephanie Plum, a bounty hunter with attitude. In Stephanie’s opinion, toxic waste, rabid drivers, armed schizophrenics, and August heat, humidity, and hydrocarbons are a..."
Emma,32.93,2,Classics,1,Jane Austen,"Powieść wydana w 1815 roku. Podobnie, jak w innych powieściach, Jane Austen opisuje rozterki dystyngowanej kobiety żyjącej w Anglii okresu regencji. Tytułową bohaterką powieści jest Emma Woodhouse, rozpuszczona młoda kobieta, która zbyt wysoko ocenia swoje umiejętności jako swatka, nie dostrzega niebezpieczeństwa, jakie pociąga za sobą manipulowanie ludźmi i często źle ocenia działania innych. Tagi: po polsku, polski, polskie, bestseller, romans."
The Lonely City: Adventures in the Art of Being Alone,33.26,2,Nonfiction,1,Olivia Laing,"SHORTLISTED FOR THE GORDON BURN PRIZE Chosen as 'BOOK OF THE YEAR' by Observer, Guardian, Telegraph, Irish Times, New Statesman, Times Literary Supplement, Herald When Olivia Laing moved to New York City in her mid-thirties, she found herself inhabiting loneliness on a daily basis. Increasingly fascinated by this most shameful of experiences, she began to explore the lonely city by way of art. Moving fluidly between the works and lives of some of the city's most compelling artists, Laing conduct..."
"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",33.26,2,Science Fiction,1,Douglas Adams,"In this second of the galactic adventures of Arthur Dent, he is transported from a prehistoric Earth to a cricket match at Lords' Cricket Ground, two days before the Earth is to be demolished by the Vogens."
My Paris Kitchen: Recipes and Stories,33.37,2,Food and Drink,1,David Lebovitz,"A collection of stories and 100 sweet and savory French-inspired recipes from popular food blogger David Lebovitz, reflecting the way Parisians eat today and featuring lush photography taken around Paris and in David's Parisian kitchen. In 2004, David Lebovitz packed up his most treasured cookbooks, a well-worn cast-iron skillet, and his laptop and moved to Paris. In that time, the culinary culture of France has shifted as a new generation of chefs and home cooks—most notably in Paris—incorporat..."
You can't bury them all: Poems,33.63,2,Poetry,1,Patrick Woodcock,"Patrick Woodcock has spent the past seven years engaging with and being shaped by the people, politics, and landscapes of the Kurdish north of Iraq, Fort Good Hope in the Northwest Territories, and Azerbaijan. His powerful new collection offers a poetry that simultaneously explores hope and horror while documenting the transformative processes of coping. You can't bury them all follows the narratives we construct to survive the tragic failures of our humanity to their very end: everything that's..."
Angels Walking (Angels Walking #1),34.2,2,Add a comment,1,Karen Kingsbury,Originally published in hardcover in 2014 by Howard Books.
Raymie Nightingale,34.41,2,Childrens,1,Kate DiCamillo,"A 2016 National Book Award Finalist! Two-time Newbery Medalist Kate DiCamillo returns to her roots with a moving, masterful story of an unforgettable summer friendship. Raymie Clarke has come to realize that everything, absolutely everything, depends on her. And she has a plan. If Raymie can win the Little Miss Central Florida Tire competition, then her father, who left town two days ago with a dental hygienist, will see Raymie's picture in the paper and (maybe) come home. To win, not only does ..."
Misery,34.79,2,Horror,1,Stephen King,"Un relato obsesivo y aterrador que solamente Stephen King podría ofrecernos. Paul Shledon es un escritor que sufre un grave accidente y recobra el conocimiento en una apartada casa en la que vive una misteriosa mujer, corpulenta y de extraño carácter. Se trata de una antigua enfermera, involucrada en varias muertes misteriosas ocurridas en diversos hospitales. Fanática de un personaje de una serie de libros que él ha decido dejar de escribir, está dispuesta a hacer todo lo necesario para «conven..."
Far From True (Promise Falls Trilogy #2),34.93,2,Thriller,1,Linwood Barclay,Sin descripción
Manuscript Found in Accra,34.98,2,Add a comment,1,Paulo Coelho,"El autor de EL ALQUIMISTA revela en esta novela profundamente reflexiva que la gran sabiduría de la vida es que podemos ser dueños de las cosas que intentan esclavizarnos. No hay arma más poderosa que las palabras 14 de julio de 1099. Mientras Jerusalén se prepara para la invasión de los cruzados, un griego convoca una reunión con los jóvenes y los viejos, los hombres y las mujeres de la ciudad. El misterioso hombre, conocido por todos como Copta, no busca unirse a ninguna religión en particular..."
And Then There Were None,35.01,2,Classics,1,AGATHA CHRISTIE,"First, there were ten—a curious assortment of strangers summoned as weekend guests to a little private island off the coast of Devon. Their host, an eccentric millionaire unknown to all of them, is nowhere to be found. All that the guests have in common is a wicked past they're unwilling to reveal—and a secret that will seal their fate. For each has been marked for murder. A famous nursery rhyme is framed and hung in every room of the mansion: ""Ten little boys went out to dine; One choked his li..."
23 Degrees South: A Tropical Tale of Changing Whether...,35.79,2,Add a comment,1,Autor Desconocido,Sin descripción
Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,35.92,2,Nonfiction,1,Andrew Leatherbarrow,Sin descripción
The Psychopath Test: A Journey Through the Madness Industry,36.0,2,Default,1,Jon Ronson,"In this madcap journey, a bestselling journalist investigates psychopaths and the industry of doctors, scientists, and everyone else who studies them. The Psychopath Test is a fascinating journey through the minds of madness. Jon Ronson's exploration of a potential hoax being played on the world's top neurologists takes him, unexpectedly, into the heart of the madness industry. An influential psychologist who is convinced that many important CEOs and politicians are, in fact, psychopaths teaches..."
